275,4,474
62,3,475
518,3,476
856,2,477
761,1,478
548,3,479
224,1,480
531,5,481
675,3,482
995,2,483
313,5,484
850,3,485
200,5,486
284,5,487
658,3,488
476,4,489
948,4,490
111,1,491
309,1,492
570,5,493
28,4,494
833,4,495
306,3,496
858,3,497
658,1,498
57,3,499
452,3,500
172,3,501
581,5,502
51,3,503
336,3,504
70,1,505
882,3,506
368,1,507
770,5,508
338,3,509
5,4,510
817,2,511
511,1,512
925,4,513
715,1,514
861,4,515
112,4,516
287,5,517
973,1,518
895,1,519
464,2,520
340,5,521
32,3,522
29,3,523
461,4,524
659,2,525
606,2,526
561,3,527
990,2,528
307,4,529
641,4,530
118,1,531
92,3,532
842,1,533
470,3,534
136,2,535
541,1,536
207,2,537
573,3,538
410,5,539
807,4,540
48,5,541
798,4,542
318,5,543
994,4,544
384,4,545
685,1,546
709,1,547
650,1,548
304,4,549
204,1,550
238,4,551
404,1,552
430,5,553
271,3,554
415,4,555
567,2,556
345,4,557
816,5,558
28,1,559
285,3,560
608,1,561
572,2,562
453,3,563
394,4,564
86,3,565
117,1,566
452,4,567
555,4,568
621,1,569
702,2,570
112,1,571
182,5,572
260,5,573
399,2,574
48,3,575
301,4,576
864,3,577
656,5,578
845,5,579
530,1,580
880,5,581
137,1,582
16,5,583
906,2,584
607,5,585
614,4,586
318,3,587
333,2,588
522,4,589
332,3,590
973,4,591
102,4,592
958,2,593
859,2,594
221,3,595
4,3,596
736,2,597
389,2,598
198,3,599
357,4,600
596,2,601
951,2,602
218,4,603
127,3,604
207,2,605
264,3,606
185,3,607
164,4,608
767,4,609
183,4,610
740,4,611
365,4,612
132,2,613
270,2,614
841,1,615
920,1,616
98,3,617
374,2,618
94,3,619
347,5,620
238,3,621
882,4,622
586,4,623
313,5,624
706,5,625
887,3,626
63,1,627
537,2,628
526,5,629
359,4,630
692,1,631
872,2,632
246,4,633
781,3,634
786,4,635
406,4,636
360,5,637
912,1,638
814,1,639
977,2,640
5,5,641
115,1,642
705,1,643
578,3,644
229,5,645
846,3,646
10,4,647
964,2,648
74,5,649
874,2,650
602,2,651
633,2,652
493,5,653
218,4,654
417,1,655
291,5,656
63,3,657
540,1,658
940,5,659
479,3,660
778,3,661
923,3,662
220,1,663
885,4,664
611,2,665
543,5,666
346,1,667
356,3,668
244,4,669
350,2,670
330,5,671
886,3,672
885,5,673
779,4,674
946,3,675
179,4,676
88,2,677
884,1,678
762,1,679
848,3,680
664,3,681
967,5,682
424,1,683
481,3,684
173,4,685
915,3,686
900,5,687
875,2,688
448,3,689
352,5,690
636,1,691
44,5,692
361,4,693
143,1,694
659,4,695
307,3,696
828,2,697
920,4,698
138,3,699
501,1,700
766,5,701
705,2,702
856,5,703
312,5,704
401,3,705
842,3,706
31,1,707
917,1,708
4,4,709
120,4,710
840,4,711
563,2,712
522,4,713
716,3,714
305,4,715
4,3,716
388,3,717
114,5,718
638,5,719
870,1,720
153,4,721
879,4,722
990,2,723
374,3,724
253,2,725
78,4,726
316,2,727
306,5,728
494,4,729
561,2,730
116,5,731
161,5,732
390,1,733
266,2,734
174,2,735
766,2,736
607,2,737
198,1,738
496,3,739
985,5,740
651,2,741
98,2,742
215,1,743
987,2,744
499,2,745
854,3,746
741,5,747
563,1,748
886,3,749
920,3,750
949,2,751
647,3,752
827,1,753
326,1,754
348,5,755
181,4,756
612,4,757
511,3,758
854,3,759
12,5,760
489,3,761
159,2,762
195,1,763
597,1,764
568,1,765
73,5,766
331,2,767
108,5,768
906,2,769
196,5,770
442,2,771
121,2,772
873,2,773
553,2,774
652,2,775
591,5,776
876,3,777
472,4,778
132,1,779
809,4,780
872,1,781
401,2,782
209,5,783
900,5,784
136,4,785
857,3,786
31,1,787
68,3,788
148,1,789
468,3,790
256,4,791
969,5,792
892,4,793
160,3,794
379,1,795
561,4,796
993,2,797
467,5,798
448,2,799
978,4,800
132,5,801
996,1,802
414,2,803
932,5,804
163,5,805
332,4,806
780,3,807
359,2,808
924,3,809
535,2,810
906,3,811
827,3,812
460,2,813
649,4,814
380,5,815
131,4,816
906,3,817
557,3,818
61,3,819
224,1,820
146,1,821
321,1,822
724,1,823
870,5,824
615,4,825
280,2,826
763,1,827
247,3,828
950,2,829
762,1,830
468,4,831
920,5,832
281,1,833
190,3,834
621,1,835
54,4,836
772,3,837
692,4,838
258,4,839
892,4,840
802,4,841
376,1,842
605,5,843
555,3,844
902,5,845
677,4,846
968,3,847
18,4,848
779,5,849
860,1,850
529,1,851
484,5,852
92,3,853
631,5,854
701,1,855
394,2,856
236,2,857
748,1,858
392,1,859
176,5,860
573,5,861
321,4,862
89,3,863
696,5,864
382,1,865
269,4,866
741,3,867
49,4,868
371,3,869
964,2,870
329,5,871
329,2,872
768,2,873
228,2,874
199,4,875
780,3,876
432,3,877
558,5,878
695,2,879
850,1,880
203,4,881
915,4,882
879,1,883
674,1,884
164,1,885
851,5,886
687,2,887
807,3,888
232,5,889
539,5,890
132,5,891
551,1,892
435,2,893
417,2,894
637,1,895
814,3,896
74,4,897
507,5,898
621,1,899
338,2,900
696,5,901
865,5,902
204,3,903
976,2,904
314,2,905
549,4,906
956,1,907
452,5,908
448,2,909
134,4,910
350,4,911
862,2,912
278,4,913
176,1,914
921,2,915
455,1,916
95,4,917
607,3,918
888,4,919
378,2,920
814,4,921
652,4,922
748,2,923
613,4,924
431,2,925
302,4,926
24,4,927
237,5,928
325,5,929
24,5,930
587,2,931
587,1,932
347,4,933
100,5,934
783,2,935
263,5,936
171,2,937
813,2,938
259,1,939
153,4,940
439,3,941
537,2,942
508,3,943
587,5,944
20,5,945
725,2,946
522,3,947
981,2,948
369,4,949
456,3,950
842,5,951
424,4,952
603,4,953
132,3,954
795,5,955
969,1,956
354,2,957
384,4,958
794,2,959
926,5,960
615,5,961
470,3,962
205,4,963
376,5,964
522,4,965
192,5,966
947,3,967
341,3,968
108,1,969
662,3,970
581,4,971
956,2,972
253,5,973
297,2,974
32,1,975
897,4,976
656,5,977
982,3,978
589,3,979
836,5,980
420,3,981
533,2,982
240,2,983
472,3,984
957,4,985
435,3,986
295,2,987
607,1,988
330,5,989
963,2,990
799,3,991
324,2,992
786,1,993
55,2,994
509,3,995
121,4,996
304,4,997
502,3,998
513,1,999
995,3,1000
